Month,Year,Region,Population,"Pulmonary Tuberculosis","Other Forms, Tuberculosis","Typhoid Fever","Diptheria and Croup",Diptheria,Croup,"Scarlet Fever",Measles,"Whooping Cough",Pneumonia,"Diarrhea and Enteritis, Under 2 Years","Diarrheal Diseases, Under 5 Years","Cerebro-Spinal Fever",Poliomyelitis,Influenza,"Puerperal Septicemia",Cancer,"External Causes",Violence,Smallpox
May,1910,"Cities, class 2",43599,...,...,...,...,...,0,1,0,0,1,...,2,0,...,0,1,2,...,9,0
May,1910,"Cities, class 3",300545,...,...,...,...,...,0,2,14,6,21,...,7,1,...,6,2,17,...,25,0
May,1910,"Cities, class 4",179028,...,...,...,...,...,1,0,12,6,19,...,7,1,...,6,1,16,...,15,0
May,1910,"Cities, class 5",139288,...,...,...,...,...,0,0,5,1,11,...,4,0,...,1,3,9,...,5,0
June,1910,"Indiana (statewide)",2820535,...,...,...,...,...,1,12,33,36,120,...,127,10,...,9,15,139,...,212,0
June,1910,"Northern counties",954042,...,...,...,...,...,0,8,9,8,44,...,28,4,...,2,6,58,...,84,0
June,1910,"Central counties",1143900,...,...,...,...,...,1,4,10,14,54,...,59,4,...,4,7,56,...,88,0
June,1910,"Southern counties",722593,...,...,...,...,...,0,0,14,14,22,...,40,2,...,3,2,25,...,40,0
June,1910,Urban,1149608,...,...,...,...,...,0,6,19,23,72,...,86,5,...,4,9,67,...,112,0
June,1910,Rural,1670927,...,...,...,...,...,1,6,14,13,48,...,41,5,...,5,6,72,...,100,0
June,1910,"Cities, class 1",480717,...,...,...,...,...,0,3,6,15,36,...,45,1,...,2,2,33,...,49,0
June,1910,"Cities, class 2",88306,...,...,...,...,...,0,0,0,0,5,...,1,0,...,0,0,3,...,3,0
June,1910,"Cities, class 3",281889,...,...,...,...,...,0,1,7,4,14,...,16,2,...,2,1,17,...,28,0
June,1910,"Cities, class 4",151568,...,...,...,...,...,0,2,6,2,13,...,17,2,...,0,2,6,...,21,0
June,1910,"Cities, class 5",147128,...,...,...,...,...,0,0,0,2,4,...,7,0,...,0,4,8,...,11,0
July,1910,"Indiana (statewide)",2820535,...,...,...,...,...,1,11,20,54,50,...,483,1,...,10,9,138,...,234,0
July,1910,"Northern counties",954042,...,...,...,...,...,0,7,3,8,19,...,126,0,...,3,1,50,...,90,0
July,1910,"Central counties",1143900,...,...,...,...,...,0,3,10,28,21,...,199,0,...,5,4,57,...,98,0
July,1910,"Southern counties",722593,...,...,...,...,...,1,1,7,18,10,...,158,1,...,2,4,31,...,46,0
July,1910,Urban,1149608,...,...,...,...,...,0,5,9,33,32,...,277,0,...,9,4,72,...,128,0
July,1910,Rural,1670927,...,...,...,...,...,1,6,11,21,18,...,206,1,...,1,5,66,...,106,0
July,1910,"Cities, class 1",480717,...,...,...,...,...,0,2,4,17,10,...,104,0,...,3,1,24,...,53,0
July,1910,"Cities, class 2",88306,...,...,...,...,...,0,0,1,0,1,...,19,0,...,0,0,6,...,7,0
July,1910,"Cities, class 3",281889,...,...,...,...,...,0,0,1,10,12,...,68,0,...,1,1,16,...,21,0
July,1910,"Cities, class 4",151568,...,...,...,...,...,0,3,1,4,5,...,53,0,...,2,2,14,...,32,0
July,1910,"Cities, class 5",147128,...,...,...,...,...,0,0,2,2,4,...,33,0,...,2,0,12,...,15,0
August,1910,"Indiana (statewide)",2820535,...,...,...,...,...,0,8,18,60,72,...,524,5,...,5,9,152,...,237,0
August,1910,"Northern counties",954042,...,...,...,...,...,0,5,3,7,24,...,171,2,...,1,3,67,...,78,0
August,1910,"Central counties",1143900,...,...,...,...,...,0,3,6,31,35,...,212,1,...,4,2,57,...,97,0
August,1910,"Southern counties",722593,...,...,...,...,...,0,0,9,22,13,...,141,2,...,0,4,28,...,62,0
August,1910,Urban,1149608,...,...,...,...,...,0,3,7,33,39,...,231,1,...,2,5,82,...,120,0
August,1910,Rural,1670927,...,...,...,...,...,0,5,11,27,33,...,293,4,...,3,4,70,...,117,0
August,1910,"Cities, class 1",480717,...,...,...,...,...,0,2,4,15,21,...,87,0,...,1,3,30,...,46,0
August,1910,"Cities, class 2",88306,...,...,...,...,...,0,0,0,0,1,...,22,0,...,0,0,7,...,9,0
August,1910,"Cities, class 3",281889,...,...,...,...,...,0,1,1,9,7,...,73,0,...,1,1,26,...,36,0
August,1910,"Cities, class 4",151568,...,...,...,...,...,0,0,2,3,7,...,44,0,...,0,1,7,...,17,0
August,1910,"Cities, class 5",147128,...,...,...,...,...,0,0,0,6,3,...,25,1,...,0,0,12,...,12,0
September,1910,"Indiana (statewide)",2820535,...,...,...,...,...,0,7,3,26,82,...,361,8,...,5,6,137,...,232,0
September,1910,"Northern counties",954042,...,...,...,...,...,0,6,1,6,31,...,161,4,...,4,4,46,...,100,0
September,1910,"Central counties",1143900,...,...,...,...,...,0,1,1,11,34,...,127,1,...,0,1,62,...,92,0
September,1910,"Southern counties",722593,...,...,...,...,...,0,0,1,9,17,...,73,3,...,1,1,29,...,40,0
September,1910,Urban,1149608,...,...,...,...,...,0,5,1,10,44,...,193,2,...,4,4,83,...,108,0
September,1910,Rural,1670927,...,...,...,...,...,0,2,2,16,38,...,168,6,...,1,2,54,...,124,0
September,1910,"Cities, class 1",480717,...,...,...,...,...,0,1,1,5,25,...,71,0,...,2,2,29,...,57,0
September,1910,"Cities, class 2",88306,...,...,...,...,...,0,0,0,1,3,...,9,0,...,0,0,7,...,7,0
September,1910,"Cities, class 3",281889,...,...,...,...,...,0,0,0,2,11,...,58,1,...,1,2,25,...,23,0
September,1910,"Cities, class 4",151568,...,...,...,...,...,0,2,0,0,2,...,39,0,...,1,0,13,...,14,0
September,1910,"Cities, class 5",147128,...,...,...,...,...,0,2,0,2,3,...,16,1,...,0,0,9,...,7,0
October,1910,"Indiana (statewide)",2820535,...,...,...,...,...,5,11,3,27,143,...,189,9,...,8,14,148,...,182,0
October,1910,"Northern counties",954042,...,...,...,...,...,1,5,1,7,47,...,68,5,...,3,8,48,...,58,0
October,1910,"Central counties",1143900,...,...,...,...,...,1,4,1,9,65,...,68,1,...,2,3,62,...,87,0
October,1910,"Southern counties",722593,...,...,...,...,...,3,2,1,11,31,...,53,3,...,3,3,38,...,37,0
October,1910,Urban,1149608,...,...,...,...,...,3,7,0,9,92,...,82,3,...,5,9,75,...,103,0
October,1910,Rural,1670927,...,...,...,...,...,2,4,3,18,51,...,107,6,...,3,5,73,...,179,0
October,1910,"Cities, class 1",480717,...,...,...,...,...,0,3,0,3,42,...,29,2,...,1,3,32,...,54,0
October,1910,"Cities, class 2",88306,...,...,...,...,...,0,0,0,0,5,...,5,0,...,1,0,4,...,2,0
October,1910,"Cities, class 3",281889,...,...,...,...,...,2,4,0,4,25,...,18,1,...,2,3,13,...,27,0
October,1910,"Cities, class 4",151568,...,...,...,...,...,1,0,0,2,14,...,17,0,...,0,2,11,...,15,0
October,1910,"Cities, class 5",147128,...,...,...,...,...,0,0,0,0,6,...,13,0,...,1,1,15,...,5,0
November,1910,"Indiana (statewide)",2820535,...,...,...,...,...,5,19,9,26,296,...,60,1,...,18,12,145,...,184,0
November,1910,"Northern counties",954042,...,...,...,...,...,0,13,7,8,89,...,23,0,...,5,3,49,...,58,0
November,1910,"Central counties",1143900,...,...,...,...,...,0,3,0,8,131,...,22,0,...,6,6,62,...,76,0
November,1910,"Southern counties",722593,...,...,...,...,...,5,3,2,7,76,...,15,0,...,7,3,34,...,50,0
November,1910,Urban,1149608,...,...,...,...,...,1,7,4,8,154,...,34,1,...,5,7,77,...,108,0
November,1910,Rural,1670927,...,...,...,...,...,4,12,5,18,142,...,26,0,...,13,5,68,...,76,0
November,1910,"Cities, class 1",480717,...,...,...,...,...,0,0,0,2,58,...,15,1,...,4,2,31,...,49,0
November,1910,"Cities, class 2",88306,...,...,...,...,...,0,0,0,0,11,...,1,0,...,0,1,5,...,8,0
November,1910,"Cities, class 3",281889,...,...,...,...,...,1,6,2,1,41,...,5,0,...,1,1,19,...,25,0
November,1910,"Cities, class 4",151568,...,...,...,...,...,0,1,0,3,27,...,9,0,...,0,1,9,...,13,0
November,1910,"Cities, class 5",147128,...,...,...,...,...,0,0,2,2,17,...,4,0,...,0,2,13,...,13,0
December,1910,"Indiana (statewide)",2820535,...,...,...,...,...,2,10,10,17,413,36,...,7,...,63,10,157,...,217,0
December,1910,"Northern counties",954042,...,...,...,...,...,0,9,9,5,132,15,...,5,...,16,3,55,...,81,0
December,1910,"Central counties",1143900,...,...,...,...,...,1,1,0,4,165,10,...,1,...,30,4,70,...,88,0
December,1910,"Southern counties",722593,...,...,...,...,...,1,0,1,8,116,11,...,1,...,17,3,32,...,48,0
December,1910,Urban,1149608,...,...,...,...,...,0,5,7,5,194,20,...,3,...,29,5,78,...,121,0
December,1910,Rural,1670927,...,...,...,...,...,2,5,3,12,219,16,...,4,...,34,5,79,...,96,0
December,1910,"Cities, class 1",480717,...,...,...,...,...,0,3,0,2,82,10,...,1,...,9,4,38,...,52,0
December,1910,"Cities, class 2",88306,...,...,...,...,...,0,0,0,0,8,2,...,1,...,0,0,5,...,5,0
December,1910,"Cities, class 3",281889,...,...,...,...,...,0,2,7,0,42,3,...,1,...,7,1,17,...,34,0
December,1910,"Cities, class 4",151568,...,...,...,...,...,0,0,0,1,39,2,...,0,...,6,0,10,...,18,0
December,1910,"Cities, class 5",147128,...,...,...,...,...,0,0,0,2,23,3,...,0,...,7,0,8,...,12,0
January,1911,"Indiana (statewide)",2700876,...,...,...,...,...,3,26,17,12,457,44,...,9,...,130,30,158,...,189,0
January,1911,"Northern counties",927229,...,...,...,...,...,0,19,5,2,148,23,...,0,...,30,6,59,...,73,0
January,1911,"Central counties",1114087,...,...,...,...,...,1,4,3,4,191,7,...,7,...,60,13,64,...,71,0
January,1911,"Southern counties",659560,...,...,...,...,...,2,3,9,6,118,14,...,2,...,40,11,35,...,45,0
January,1911,Urban,1140710,...,...,...,...,...,0,12,3,4,197,29,...,3,...,45,10,79,...,105,0
January,1911,Rural,1560166,...,...,...,...,...,3,14,14,12,260,15,...,6,...,85,20,79,...,84,0
January,1911,"Cities, class 1",233650,...,...,...,...,...,0,0,0,1,42,2,...,2,...,7,1,11,...,23,0
January,1911,"Cities, class 2",245421,...,...,...,...,...,0,4,0,1,41,10,...,0,...,8,4,22,...,20,0
January,1911,"Cities, class 3",130440,...,...,...,...,...,0,2,0,0,16,0,...,0,...,6,2,5,...,15,0
January,1911,"Cities, class 4",209556,...,...,...,...,...,0,5,3,1,40,13,...,0,...,9,1,14,...,19,0
January,1911,"Cities, class 5",321643,...,...,...,...,...,0,1,0,1,58,4,...,1,...,15,2,27,...,28,0
February,1911,"Indiana (statewide)",2700876,...,...,...,...,...,2,17,26,15,398,45,...,2,...,156,10,149,...,160,0
February,1911,"Northern counties",927229,...,...,...,...,...,1,9,7,5,126,18,...,1,...,50,0,57,...,54,0
February,1911,"Central counties",1114087,...,...,...,...,...,1,6,4,6,159,18,...,1,...,64,2,58,...,66,0
February,1911,"Southern counties",659560,...,...,...,...,...,0,2,15,4,113,9,...,0,...,42,8,34,...,40,0
February,1911,Urban,1140710,...,...,...,...,...,1,12,3,6,170,24,...,1,...,57,5,72,...,77,0
February,1911,Rural,1560166,...,...,...,...,...,1,5,23,9,228,21,...,1,...,99,5,77,...,83,0
February,1911,"Cities, class 1",233650,...,...,...,...,...,0,3,0,2,31,6,...,0,...,11,0,10,...,15,0
February,1911,"Cities, class 2",245421,...,...,...,...,...,0,1,1,1,39,4,...,0,...,5,4,19,...,17,0
February,1911,"Cities, class 3",130440,...,...,...,...,...,0,3,0,0,24,3,...,0,...,7,0,9,...,12,0
February,1911,"Cities, class 4",209556,...,...,...,...,...,1,3,1,3,35,5,...,1,...,10,0,12,...,16,0
February,1911,"Cities, class 5",321643,...,...,...,...,...,0,2,1,0,41,6,...,0,...,24,1,22,...,17,0
March,1911,"Indiana (statewide)",2700876,...,...,...,...,...,...,31,63,40,359,53,...,1,1,146,25,155,...,152,2
March,1911,"Northern counties",927229,...,...,...,...,...,...,20,13,10,91,24,...,0,1,40,9,58,...,37,1
March,1911,"Central counties",1114087,...,...,...,...,...,...,8,24,14,170,15,...,0,0,54,14,60,...,74,1
March,1911,"Southern counties",659560,...,...,...,...,...,...,3,26,16,98,14,...,1,0,52,2,37,...,41,0
March,1911,Urban,1140710,...,...,...,...,...,...,14,24,10,170,29,...,0,1,48,13,65,...,87,2
March,1911,Rural,1560166,...,...,...,...,...,...,17,39,30,189,24,...,0,0,98,12,90,...,65,0
March,1911,"Cities, class 1",233650,...,...,...,...,...,...,1,0,3,44,6,...,0,0,7,2,17,...,20,0
March,1911,"Cities, class 2",245421,...,...,...,...,...,...,1,6,0,36,7,...,0,0,5,8,24,...,14,0
March,1911,"Cities, class 3",130440,...,...,...,...,...,...,1,2,1,17,2,...,0,0,9,1,6,...,14,0
March,1911,"Cities, class 4",209556,...,...,...,...,...,...,6,4,4,22,8,...,0,1,7,1,17,...,20,1
March,1911,"Cities, class 5",321643,...,...,...,...,...,...,6,12,2,51,6,...,0,0,20,3,18,...,19,1
April,1911,"Indiana (statewide)",2700876,...,...,...,...,...,...,22,89,30,287,42,...,1,3,90,22,134,...,173,0
April,1911,"Northern counties",927229,...,...,...,...,...,...,9,23,7,91,24,...,0,1,19,8,51,...,65,0
April,1911,"Central counties",1114087,...,...,...,...,...,...,11,25,13,112,12,...,0,0,38,9,56,...,69,0
April,1911,"Southern counties",659560,...,...,...,...,...,...,2,41,10,84,6,...,1,2,33,5,27,...,39,0
April,1911,Urban,1147277,...,...,...,...,...,...,8,34,16,137,24,...,0,0,26,12,64,...,95,0
April,1911,Rural,1560166,...,...,...,...,...,...,14,55,14,150,18,...,1,3,64,10,70,...,78,0
April,1911,"Cities, class 1",233650,...,...,...,...,...,...,2,1,1,34,3,...,0,0,3,1,12,...,20,0
April,1911,"Cities, class 2",245421,...,...,...,...,...,...,0,12,4,25,8,...,0,0,5,3,15,...,17,0
April,1911,"Cities, class 3",130440,...,...,...,...,...,...,0,3,3,18,2,...,0,0,8,0,6,...,8,0
April,1911,"Cities, class 4",209556,...,...,...,...,...,...,3,3,7,22,5,...,0,0,2,3,12,...,23,0
April,1911,"Cities, class 5",328210,...,...,...,...,...,...,3,15,1,38,6,...,0,0,8,5,19,...,27,0
May,1911,"Indiana (statewide)",2700876,...,...,...,...,...,...,16,38,45,167,53,...,5,7,26,24,141,...,230,0
May,1911,"Northern counties",927229,...,...,...,...,...,...,10,12,9,40,25,...,1,4,6,9,57,...,86,0
May,1911,"Central counties",1114087,...,...,...,...,...,...,6,12,24,66,17,...,2,1,10,11,51,...,90,0
May,1911,"Southern counties",659560,...,...,...,...,...,...,0,14,12,61,11,...,2,2,10,4,33,...,54,0
May,1911,Urban,1147277,...,...,...,...,...,...,10,17,18,87,24,...,1,3,3,12,76,...,123,0
May,1911,Rural,1553599,...,...,...,...,...,...,16,21,27,80,29,...,4,4,23,12,65,...,107,0
May,1911,"Cities, class 1",233650,...,...,...,...,...,...,0,1,3,14,2,...,1,0,5,3,11,...,21,0
May,1911,"Cities, class 2",245421,...,...,...,...,...,...,6,10,3,19,3,...,0,1,2,5,20,...,25,0
May,1911,"Cities, class 3",130440,...,...,...,...,...,...,3,1,4,12,4,...,0,0,1,0,10,...,11,0
May,1911,"Cities, class 4",209556,...,...,...,...,...,...,0,1,2,18,10,...,0,2,3,1,10,...,22,0
May,1911,"Cities, class 5",328210,...,...,...,...,...,...,1,4,6,24,5,...,0,0,2,3,25,...,44,0
June,1911,"Indiana (statewide)",2700876,...,...,...,...,...,...,11,13,36,48,116,...,1,2,4,11,142,...,195,1
June,1911,"Northern counties",927229,...,...,...,...,...,...,8,3,8,11,20,...,0,0,1,3,53,...,68,0
June,1911,"Central counties",1114087,...,...,...,...,...,...,2,4,10,23,20,...,0,0,0,5,57,...,83,0
June,1911,"Southern counties",659560,...,...,...,...,...,...,1,6,18,14,76,...,1,2,3,3,32,...,44,1
June,1911,Urban,1147277,...,...,...,...,...,...,8,3,15,26,73,...,1,0,1,6,66,...,103,0
June,1911,Rural,1553599,...,...,...,...,...,...,3,10,21,22,43,...,0,2,3,5,76,...,92,1
June,1911,"Cities, class 1",233650,...,...,...,...,...,...,1,0,0,9,7,...,0,0,0,1,13,...,19,0
June,1911,"Cities, class 2",245421,...,...,...,...,...,...,4,1,6,5,28,...,1,0,0,1,18,...,27,0
June,1911,"Cities, class 3",130440,...,...,...,...,...,...,1,0,3,3,5,...,0,0,0,1,6,...,16,0
June,1911,"Cities, class 4",209556,...,...,...,...,...,...,2,0,4,2,12,...,0,0,0,2,10,...,19,0
June,1911,"Cities, class 5",328210,...,...,...,...,...,...,0,2,2,7,21,...,0,0,1,1,19,...,22,0
July,1911,"Indiana (statewide)",2700876,...,...,...,...,...,...,4,9,42,56,326,...,1,2,1,4,160,...,296,0
July,1911,"Northern counties",927229,...,...,...,...,...,...,2,5,5,23,87,...,0,0,0,1,39,...,121,0
July,1911,"Central counties",1114087,...,...,...,...,...,...,1,2,14,20,134,...,0,1,1,2,77,...,100,0
July,1911,"Southern counties",659560,...,...,...,...,...,...,1,2,23,13,105,...,1,1,0,1,44,...,75,0
July,1911,Urban,1147277,...,...,...,...,...,...,2,5,25,31,199,...,0,1,0,2,77,...,132,0
July,1911,Rural,1553599,...,...,...,...,...,...,2,4,17,25,127,...,1,1,1,2,83,...,164,0
July,1911,"Cities, class 1",233650,...,...,...,...,...,...,0,0,3,6,37,...,0,0,0,0,27,...,25,0
July,1911,"Cities, class 2",245421,...,...,...,...,...,...,1,0,7,8,52,...,0,0,0,0,14,...,42,0
July,1911,"Cities, class 3",130440,...,...,...,...,...,...,0,0,7,5,17,...,0,0,0,0,6,...,13,0
July,1911,"Cities, class 4",209556,...,...,...,...,...,...,1,3,2,7,47,...,0,0,0,1,10,...,27,0
July,1911,"Cities, class 5",328210,...,...,...,...,...,...,0,2,6,5,46,...,0,1,0,1,20,...,25,0
August,1911,"Indiana (statewide)",2700876,...,...,...,...,...,...,4,3,26,62,260,...,0,7,3,9,144,...,261,0
August,1911,"Northern counties",927229,...,...,...,...,...,...,1,2,7,26,95,...,0,3,1,5,53,...,67,0
August,1911,"Central counties",1114087,...,...,...,...,...,...,1,0,10,25,100,...,0,4,1,3,57,...,133,0
August,1911,"Southern counties",659560,...,...,...,...,...,...,2,1,9,11,65,...,0,0,1,1,34,...,61,0
August,1911,Urban,1147277,...,...,...,...,...,...,1,1,17,37,173,...,0,3,2,4,65,...,133,0
August,1911,Rural,1553599,...,...,...,...,...,...,3,2,9,25,87,...,0,4,1,5,79,...,128,0
August,1911,"Cities, class 1",233650,...,...,...,...,...,...,0,0,3,11,31,...,0,0,0,0,8,...,33,0
August,1911,"Cities, class 2",245421,...,...,...,...,...,...,0,0,0,10,24,...,0,0,0,2,16,...,25,0
August,1911,"Cities, class 3",130440,...,...,...,...,...,...,0,0,5,2,18,...,0,0,1,1,12,...,21,0
August,1911,"Cities, class 4",209556,...,...,...,...,...,...,1,1,5,8,52,...,0,0,1,0,13,...,16,0
August,1911,"Cities, class 5",328210,...,...,...,...,...,...,0,0,4,6,48,...,0,3,0,1,16,...,38,0
September,1911,"Indiana (statewide)",2700876,...,...,...,...,...,...,10,2,9,76,219,...,0,6,3,14,153,...,202,0
September,1911,"Northern counties",927229,...,...,...,...,...,...,5,1,2,22,110,...,0,1,2,9,49,...,66,0
September,1911,"Central counties",1114087,...,...,...,...,...,...,2,0,5,35,61,...,0,4,1,4,66,...,90,0
September,1911,"Southern counties",659560,...,...,...,...,...,...,3,1,2,19,48,...,0,1,0,1,38,...,46,0
September,1911,Urban,1147277,...,...,...,...,...,...,8,1,5,37,125,...,0,1,0,9,71,...,108,0
September,1911,Rural,1553599,...,...,...,...,...,...,2,1,4,39,94,...,0,5,3,5,82,...,94,0
September,1911,"Cities, class 1",233650,...,...,...,...,...,...,1,0,0,11,22,...,0,0,0,1,21,...,18,0
September,1911,"Cities, class 2",245421,...,...,...,...,...,...,3,0,2,17,26,...,0,0,0,4,13,...,16,0
September,1911,"Cities, class 3",130440,...,...,...,...,...,...,0,0,1,0,4,...,0,0,0,1,12,...,18,0
September,1911,"Cities, class 4",209556,...,...,...,...,...,...,4,1,1,5,47,...,0,1,0,3,6,...,17,0
September,1911,"Cities, class 5",328210,...,...,...,...,...,...,0,0,1,4,26,...,0,0,0,0,19,...,39,0
October,1911,"Indiana (statewide)",2700876,...,...,...,...,...,...,7,1,4,113,191,...,1,16,7,19,156,...,205,0
October,1911,"Northern counties",927229,...,...,...,...,...,...,1,1,1,47,61,...,0,3,1,8,56,...,72,0
October,1911,"Central counties",1114087,...,...,...,...,...,...,2,0,1,45,74,...,1,6,4,6,70,...,87,0
October,1911,"Southern counties",659560,...,...,...,...,...,...,4,0,2,21,56,...,0,7,2,5,30,...,46,0
October,1911,Urban,1147277,...,...,...,...,...,...,1,1,1,68,94,...,0,7,3,11,74,...,115,0
October,1911,Rural,1553599,...,...,...,...,...,...,6,0,3,45,97,...,1,9,4,8,82,...,90,0
October,1911,"Cities, class 1",233650,...,...,...,...,...,...,0,0,1,16,14,...,0,1,1,3,15,...,19,0
October,1911,"Cities, class 2",245421,...,...,...,...,...,...,0,0,0,16,25,...,0,1,1,1,20,...,30,0
October,1911,"Cities, class 3",130440,...,...,...,...,...,...,0,0,0,7,5,...,0,1,0,1,9,...,15,0
October,1911,"Cities, class 4",209556,...,...,...,...,...,...,1,1,0,19,21,...,0,1,0,4,10,...,27,0
October,1911,"Cities, class 5",328210,...,...,...,...,...,...,0,0,0,10,29,...,0,3,1,2,20,...,24,0
November,1911,"Indiana (statewide)",2700876,...,...,...,...,...,...,12,0,21,198,66,...,0,5,26,14,156,...,196,0
November,1911,"Northern counties",927229,...,...,...,...,...,...,3,0,7,48,30,...,0,0,9,4,44,...,63,0
November,1911,"Central counties",1114087,...,...,...,...,...,...,4,0,7,81,19,...,0,3,11,7,76,...,90,0
November,1911,"Southern counties",659560,...,...,...,...,...,...,5,0,7,69,17,...,0,2,6,3,36,...,40,0
November,1911,Urban,1147277,...,...,...,...,...,...,6,0,7,100,40,...,0,0,13,6,78,...,113,0
November,1911,Rural,1553599,...,...,...,...,...,...,6,0,14,98,26,...,0,5,13,8,78,...,83,0
November,1911,"Cities, class 1",233650,...,...,...,...,...,...,0,0,0,15,3,...,0,0,1,1,20,...,16,0
November,1911,"Cities, class 2",245421,...,...,...,...,...,...,0,0,2,23,8,...,0,0,5,0,20,...,24,0
November,1911,"Cities, class 3",130440,...,...,...,...,...,...,0,0,1,7,2,...,0,0,2,4,4,...,21,0
November,1911,"Cities, class 4",209556,...,...,...,...,...,...,2,0,1,20,17,...,0,0,2,0,8,...,26,0
November,1911,"Cities, class 5",328210,...,...,...,...,...,...,4,0,3,35,10,...,0,0,3,1,26,...,26,0
December,1911,"Indiana (statewide)",2700876,...,...,...,...,...,...,11,1,10,275,39,...,2,2,38,15,164,...,190,0
December,1911,"Northern counties",927229,...,...,...,...,...,...,4,0,4,94,20,...,0,1,9,5,55,...,59,0
December,1911,"Central counties",1114087,...,...,...,...,...,...,3,1,2,87,12,...,0,0,16,9,73,...,89,0
December,1911,"Southern counties",659560,...,...,...,...,...,...,4,0,4,94,7,...,2,1,13,1,36,...,42,0
December,1911,Urban,1147277,...,...,...,...,...,...,4,1,5,129,24,...,1,1,15,8,88,...,110,0
December,1911,Rural,1553599,...,...,...,...,...,...,7,0,5,146,15,...,1,1,23,7,76,...,80,0
December,1911,"Cities, class 1",233650,...,...,...,...,...,...,0,1,0,21,4,...,0,0,4,3,23,...,30,0
December,1911,"Cities, class 2",245421,...,...,...,...,...,...,0,0,3,28,2,...,1,0,3,1,9,...,20,0
December,1911,"Cities, class 3",130440,...,...,...,...,...,...,0,0,0,13,6,...,0,0,1,1,14,...,7,0
December,1911,"Cities, class 4",209556,...,...,...,...,...,...,1,0,1,27,11,...,0,1,1,2,20,...,23,0
December,1911,"Cities, class 5",328210,...,...,...,...,...,...,3,0,1,40,1,...,0,0,6,1,22,...,30,0
January,1912,"Indiana (statewide)",2730506,...,...,...,...,...,...,7,8,9,506,33,...,0,3,75,18,149,181,...,0
January,1912,"Northern counties",939532,...,...,...,...,...,...,4,0,2,165,16,...,0,3,18,2,53,63,...,0
January,1912,"Central counties",1127217,...,...,...,...,...,...,2,4,5,229,9,...,0,0,27,15,65,76,...,0
January,1912,"Southern counties",663757,...,...,...,...,...,...,1,4,2,112,8,...,0,0,30,1,31,42,...,0
January,1912,Urban,1164294,...,...,...,...,...,...,4,3,5,234,23,...,0,1,23,10,78,88,...,0
January,1912,Rural,1566212,...,...,...,...,...,...,3,5,4,272,10,...,0,2,52,8,71,93,...,0
January,1912,"Cities, class 1",240098,...,...,...,...,...,...,1,2,0,54,0,...,0,0,5,2,19,21,...,0
January,1912,"Cities, class 2",253337,...,...,...,...,...,...,1,0,2,58,3,...,0,0,2,3,24,16,...,0
January,1912,"Cities, class 3",132435,...,...,...,...,...,...,1,0,0,24,5,...,0,0,5,2,8,14,...,0
January,1912,"Cities, class 4",208083,...,...,...,...,...,...,1,1,0,46,11,...,0,1,0,1,9,21,...,0
January,1912,"Cities, class 5",330341,...,...,...,...,...,...,0,0,3,52,4,...,0,0,11,2,18,16,...,0
February,1912,"Indiana (statewide)",2730506,326,37,41,29,...,...,14,3,21,391,37,...,1,0,112,23,150,187,...,2
February,1912,"Northern counties",939532,91,9,16,8,...,...,2,0,6,133,27,...,0,0,31,5,39,63,...,1
February,1912,"Central counties",1127217,137,23,13,17,...,...,6,3,6,139,6,...,0,0,33,15,79,89,...,1
February,1912,"Southern counties",663757,98,5,12,4,...,...,6,0,9,119,4,...,1,0,48,3,32,35,...,0
February,1912,Urban,1164294,161,21,25,17,...,...,5,1,5,157,27,...,0,0,35,15,83,79,...,1
February,1912,Rural,1566212,165,16,16,12,...,...,9,2,16,234,10,...,1,0,77,8,67,108,...,1
February,1912,"Cities, class 1",240098,43,10,1,4,...,...,0,0,0,27,1,...,0,0,4,3,22,18,...,0
February,1912,"Cities, class 2",253337,38,3,8,4,...,...,1,0,0,35,5,...,0,0,6,3,17,20,...,0
February,1912,"Cities, class 3",132435,11,1,4,2,...,...,2,1,0,12,3,...,0,0,4,2,11,13,...,0
February,1912,"Cities, class 4",208083,21,3,8,2,...,...,0,0,2,32,13,...,0,0,6,1,18,17,...,0
February,1912,"Cities, class 5",330341,48,4,4,5,...,...,2,0,3,51,5,...,0,0,15,6,15,11,...,1
March,1912,"Indiana (statewide)",2730506,376,64,39,24,...,...,6,6,25,440,43,...,3,1,88,14,175,199,...,3
March,1912,"Northern counties",939532,98,13,17,9,...,...,2,0,7,163,23,...,1,0,25,6,65,64,...,3
March,1912,"Central counties",1127217,174,28,11,10,...,...,1,6,6,187,14,...,0,0,32,7,73,102,...,0
March,1912,"Southern counties",663757,104,23,11,5,...,...,3,0,12,90,6,...,2,1,31,1,37,33,...,0
March,1912,Urban,1164294,168,34,22,13,...,...,2,3,7,203,30,...,2,0,27,9,90,102,...,0
March,1912,Rural,1566212,208,30,17,11,...,...,4,3,18,237,13,...,1,1,61,5,85,97,...,3
March,1912,"Cities, class 1",240098,44,10,2,1,...,...,1,3,0,46,3,...,0,0,2,3,18,22,...,0
March,1912,"Cities, class 2",253337,38,3,5,4,...,...,0,0,1,32,6,...,0,0,3,3,18,22,...,0
March,1912,"Cities, class 3",132435,19,8,1,2,...,...,0,0,0,23,6,...,1,0,5,0,12,12,...,0
March,1912,"Cities, class 4",208083,30,4,11,2,...,...,1,0,1,54,8,...,0,0,3,1,16,17,...,0
March,1912,"Cities, class 5",330341,37,9,3,4,...,...,0,0,5,48,7,...,1,0,14,2,26,29,...,0
